timstamp,x,y,z
2025-06-06 01:49:44.818,0.9805908203125,-0.038818359375,-0.050537109375
2025-06-06 01:49:44.819,0.9805908203125,-0.0396728515625,-0.0487060546875
2025-06-06 01:49:44.877,0.9820556640625,-0.0390625,-0.043212890625
2025-06-06 01:49:44.878,0.9813232421875,-0.0389404296875,-0.03662109375
2025-06-06 01:49:44.878,0.9814453125,-0.03857421875,-0.03857421875
2025-06-06 01:49:44.937,0.9810791015625,-0.038818359375,-0.0447998046875
2025-06-06 01:49:44.938,0.9805908203125,-0.0382080078125,-0.0491943359375
2025-06-06 01:49:44.939,0.9820556640625,-0.0396728515625,-0.0477294921875
2025-06-06 01:49:44.997,0.9818115234375,-0.0390625,-0.043212890625
2025-06-06 01:49:44.998,0.981201171875,-0.0396728515625,-0.0384521484375
2025-06-06 01:49:44.998,0.9810791015625,-0.0386962890625,-0.0379638671875
2025-06-06 01:49:45.058,0.9810791015625,-0.0382080078125,-0.0438232421875
2025-06-06 01:49:45.058,0.981201171875,-0.0379638671875,-0.048828125
2025-06-06 01:49:45.059,0.9810791015625,-0.0380859375,-0.04638671875
2025-06-06 01:49:45.117,0.9810791015625,-0.0389404296875,-0.0421142578125
2025-06-06 01:49:45.118,0.981201171875,-0.039306640625,-0.0384521484375
2025-06-06 01:49:45.119,0.981689453125,-0.039794921875,-0.0406494140625
2025-06-06 01:49:45.178,0.982666015625,-0.037841796875,-0.1607666015625
2025-06-06 01:49:45.178,0.9820556640625,-0.0406494140625,-0.0260009765625
2025-06-06 01:49:45.179,0.9853515625,-0.03759765625,0.0118408203125
2025-06-06 01:49:45.237,0.977783203125,-0.0377197265625,-0.03662109375
2025-06-06 01:49:45.238,0.9794921875,-0.0374755859375,-0.041259765625
2025-06-06 01:49:45.238,0.9813232421875,-0.03955078125,-0.0252685546875
2025-06-06 01:49:45.297,0.98046875,-0.039306640625,-0.05029296875
2025-06-06 01:49:45.298,0.981689453125,-0.03857421875,-0.0545654296875
2025-06-06 01:49:45.299,0.9830322265625,-0.0406494140625,-0.03369140625
2025-06-06 01:49:45.358,0.9815673828125,-0.03955078125,-0.02294921875
2025-06-06 01:49:45.358,0.981201171875,-0.0401611328125,-0.0391845703125
2025-06-06 01:49:45.359,0.98046875,-0.0382080078125,-0.058349609375
2025-06-06 01:49:45.417,0.9813232421875,-0.039306640625,-0.054931640625
2025-06-06 01:49:45.418,0.98193359375,-0.0386962890625,-0.0400390625
2025-06-06 01:49:45.419,0.9815673828125,-0.0396728515625,-0.037109375
2025-06-06 01:49:45.478,0.98095703125,-0.0389404296875,-0.033447265625
2025-06-06 01:49:45.478,0.981201171875,-0.0390625,-0.03955078125
2025-06-06 01:49:45.479,0.9805908203125,-0.03857421875,-0.046142578125
2025-06-06 01:49:45.538,0.9813232421875,-0.0390625,-0.0546875
2025-06-06 01:49:45.538,0.98095703125,-0.0390625,-0.0364990234375
2025-06-06 01:49:45.539,0.9814453125,-0.0401611328125,-0.0308837890625
2025-06-06 01:49:45.598,0.9810791015625,-0.038818359375,-0.033203125
2025-06-06 01:49:45.598,0.980224609375,-0.0389404296875,-0.051513671875
2025-06-06 01:49:45.599,0.9808349609375,-0.0386962890625,-0.052734375
2025-06-06 01:49:45.658,0.9810791015625,-0.0389404296875,-0.0511474609375
2025-06-06 01:49:45.658,0.9813232421875,-0.039306640625,-0.0369873046875
2025-06-06 01:49:45.659,0.98193359375,-0.039794921875,-0.0350341796875
2025-06-06 01:49:45.717,0.9814453125,-0.039794921875,-0.03564453125
